theta_high,accuracy,block_rate
0.6,0.6652857142857143,0.2857142857142857
0.7,0.5415714285714286,0.2857142857142857
0.8,0.5285714285714286,0.2857142857142857
0.9,0.5285714285714286,0.2857142857142857
