w_R,accuracy,block_rate
0.1,0.6322857142857143,0.2857142857142857
0.15,0.6064285714285714,0.2857142857142857
0.2,0.5652857142857143,0.2857142857142857
0.25,0.5484285714285714,0.2857142857142857
0.3,0.548,0.2857142857142857
