ci_high,ci_low,claim,effect,p_holm,p_raw,status
0.07251247448979592,0.02591468118029526,H10-L,0.04940903674394929,0.0143985601439856,0.0100989901009899,supported
0.07153654124149661,0.026472099848442787,H10-R,0.04940903674394929,0.0143985601439856,0.0071992800719928,supported
