automatic_coverage,block_rate,false_block_rate,false_blocks,n,operational_risk,policy,review_budget,review_rate,unsafe_accept_indicator_count,wrong_or_invalid_automatic_actions
1.0,0.0,0.0,0,569,0.08611599297012303,always_accept,0.05,0.0,49,49
0.0,0.0,0.0,0,569,0.0,always_review,0.05,1.0,0,0
0.9507908611599297,0.0,0.0,0,569,0.07393715341959335,raw_confidence_threshold,0.05,0.0492091388400703,40,40
0.9507908611599297,0.0,0.0,0,569,0.06469500924214418,calibrated_confidence_threshold,0.05,0.0492091388400703,35,35
0.9507908611599297,0.0,0.0,0,569,0.07393715341959335,uncertainty_threshold,0.05,0.0492091388400703,40,40
0.9507908611599297,0.0,0.0,0,569,0.08317929759704251,model_disagreement,0.05,0.0492091388400703,45,45
0.9507908611599297,0.0,0.0,0,569,0.08317929759704251,explainer_disagreement,0.05,0.0492091388400703,45,45
0.9507908611599297,0.0,0.0,0,569,0.04066543438077634,provenance_completeness,0.05,0.0492091388400703,22,22
0.9507908611599297,0.0,0.0,0,569,0.08133086876155268,data_quality_guardrail,0.05,0.0492091388400703,44,44
0.9507908611599297,0.0,0.0,0,569,0.04436229205175601,simple_or_guardrail,0.05,0.0492091388400703,24,24
0.9507908611599297,0.0,0.0,0,569,0.05545286506469501,weighted_linear_score,0.05,0.0492091388400703,30,30
0.9507908611599297,0.0,0.0,0,569,0.06469500924214418,predictive_risk_without_route,0.05,0.0492091388400703,35,35
0.9507908611599297,0.0,0.0,0,569,0.06469500924214418,conformal_selective,0.05,0.0492091388400703,35,35
0.9279437609841827,0.022847100175746926,0.0,0,569,0.01893939393939394,full_fuzzyxai_practical_controller,0.05,0.0492091388400703,10,10
1.0,0.0,0.0,0,569,0.08611599297012303,always_accept,0.1,0.0,49,49
0.0,0.0,0.0,0,569,0.0,always_review,0.1,1.0,0,0
0.9015817223198594,0.0,0.0,0,569,0.07212475633528265,raw_confidence_threshold,0.1,0.0984182776801406,37,37
0.9015817223198594,0.0,0.0,0,569,0.06237816764132553,calibrated_confidence_threshold,0.1,0.0984182776801406,32,32
0.9015817223198594,0.0,0.0,0,569,0.07212475633528265,uncertainty_threshold,0.1,0.0984182776801406,37,37
0.9015817223198594,0.0,0.0,0,569,0.07407407407407407,model_disagreement,0.1,0.0984182776801406,38,38
0.9015817223198594,0.0,0.0,0,569,0.07407407407407407,explainer_disagreement,0.1,0.0984182776801406,38,38
0.9015817223198594,0.0,0.0,0,569,0.03898635477582846,provenance_completeness,0.1,0.0984182776801406,20,20
0.9015817223198594,0.0,0.0,0,569,0.08187134502923976,data_quality_guardrail,0.1,0.0984182776801406,42,42
0.9015817223198594,0.0,0.0,0,569,0.03898635477582846,simple_or_guardrail,0.1,0.0984182776801406,20,20
0.9015817223198594,0.0,0.0,0,569,0.029239766081871343,weighted_linear_score,0.1,0.0984182776801406,15,15
0.9015817223198594,0.0,0.0,0,569,0.06237816764132553,predictive_risk_without_route,0.1,0.0984182776801406,32,32
0.9015817223198594,0.0,0.0,0,569,0.06237816764132553,conformal_selective,0.1,0.0984182776801406,32,32
0.8787346221441125,0.022847100175746926,0.0,0,569,0.0,full_fuzzyxai_practical_controller,0.1,0.0984182776801406,0,0
1.0,0.0,0.0,0,569,0.08611599297012303,always_accept,0.2,0.0,49,49
0.0,0.0,0.0,0,569,0.0,always_review,0.2,1.0,0,0
0.8014059753954306,0.0,0.0,0,569,0.07017543859649122,raw_confidence_threshold,0.2,0.19859402460456943,32,32
0.8014059753954306,0.0,0.0,0,569,0.06578947368421052,calibrated_confidence_threshold,0.2,0.19859402460456943,30,30
0.8014059753954306,0.0,0.0,0,569,0.07017543859649122,uncertainty_threshold,0.2,0.19859402460456943,32,32
0.8014059753954306,0.0,0.0,0,569,0.06359649122807018,model_disagreement,0.2,0.19859402460456943,29,29
0.8014059753954306,0.0,0.0,0,569,0.06359649122807018,explainer_disagreement,0.2,0.19859402460456943,29,29
0.8014059753954306,0.0,0.0,0,569,0.03728070175438596,provenance_completeness,0.2,0.19859402460456943,17,17
0.8014059753954306,0.0,0.0,0,569,0.08991228070175439,data_quality_guardrail,0.2,0.19859402460456943,41,41
0.8014059753954306,0.0,0.0,0,569,0.03728070175438596,simple_or_guardrail,0.2,0.19859402460456943,17,17
0.8014059753954306,0.0,0.0,0,569,0.02631578947368421,weighted_linear_score,0.2,0.19859402460456943,12,12
