f1,false_block,false_certification,fault_source_localization,invalid_action_recall,method,precision
0.2625,0.12,0.8472727272727273,,0.15272727272727274,confidence,0.9333333333333333
0.3076923076923077,0.0,0.8181818181818182,,0.18181818181818182,data_quality_only,1.0
0.3076923076923077,0.0,0.8181818181818182,,0.18181818181818182,provenance_presence_only,1.0
0.42857142857142855,0.0,0.7272727272727273,,0.2727272727272727,static_schema_validation,1.0
0.7603121516164995,0.12,0.38,,0.62,simple_or,0.9827089337175793
0.3076923076923077,0.0,0.8181818181818182,,0.18181818181818182,observer_without_route_features,1.0
0.9990900818926297,0.0,0.0018181818181818182,0.9981818181818182,0.9981818181818182,typed_route_validity,1.0
