pipeline,batch_size,cache,serialization,repetition,model_ms,explainer_ms,fuzzyxai_ms,serialization_ms,total_ms,peak_ram_mb,peak_vram_mb,throughput_objects_per_second,overhead_ratio
tabular_shap,8,cold,False,21,4.955552,0.369721,0.108245,0.000541,5.4340589999999995,841.23828125,0.0,1472.196014066097,0.020428248467261677
tabular_shap,8,cold,False,22,6.1407300000000005,0.392684,0.107193,0.000431,6.641038,841.23828125,0.0,1204.6309628103318,0.016472857835122645
tabular_shap,8,cold,False,23,5.759677,0.356957,0.09504,0.000331,6.2120049999999996,841.23828125,0.0,1287.828969873656,0.01559207237183065
tabular_shap,8,cold,False,24,5.188955,0.312823,0.081294,0.000231,5.583303,841.23828125,0.0,1432.8436052995871,0.014817937037808506
tabular_shap,8,cold,False,25,4.694457,0.315308,0.080943,0.000201,5.090909,841.23828125,0.0,1571.4285994897964,0.016197166932979894
tabular_shap,8,cold,False,26,4.73245,0.314476,0.080733,0.00028,5.1279390000000005,841.23828125,0.0,1560.0809604014398,0.01605194924593703
tabular_shap,8,cold,False,27,4.659693,0.306371,0.083939,0.000231,5.050234,841.23828125,0.0,1584.0850146745677,0.01694903650053644
tabular_shap,8,cold,False,28,4.6227219999999996,0.308224,0.087225,0.000201,5.018371999999999,841.23828125,0.0,1594.1424828609759,0.017730066401051646
tabular_shap,8,cold,False,29,4.597144,0.321329,0.080572,0.000241,4.999286000000001,841.23828125,0.0,1600.2285126316037,0.016430505972077108
tabular_shap,8,cold,True,0,4.550456,0.319565,0.08938,0.006432,4.965833,841.23828125,0.0,1611.0086666224981,0.01967383713540455
tabular_shap,8,cold,True,1,4.761876,0.339072,0.082637,0.006302,5.189887000000001,841.23828125,0.0,1541.4593805221575,0.01743577860429081
tabular_shap,8,cold,True,2,4.72231,0.309687,0.080342,0.006272,5.118611,841.23828125,0.0,1562.924004187855,0.017212649371611308
tabular_shap,8,cold,True,3,4.647798999999999,0.304818,0.076535,0.006312,5.035463999999999,841.23828125,0.0,1588.73144560263,0.016727923843091443
tabular_shap,8,cold,True,4,4.6242149999999995,0.308785,0.078409,0.006151,5.01756,841.23828125,0.0,1594.400465564936,0.017141698763429965
tabular_shap,8,cold,True,5,4.5707640000000005,0.306882,0.079531,0.006322,4.9634990000000005,841.23828125,0.0,1611.766215728058,0.017601318340855404
tabular_shap,8,cold,True,6,4.610289,0.351917,0.090301,0.006302,5.058809,841.23828125,0.0,1581.3998907648024,0.01946775285024443
tabular_shap,8,cold,True,7,6.162681,0.391682,0.102585,0.006211,6.663158999999999,841.23828125,0.0,1200.6317123754666,0.016599019614873325
tabular_shap,8,cold,True,8,6.185434,0.338852,0.10013,0.006412,6.630827999999999,841.23828125,0.0,1206.4858265061318,0.01633006278388164
tabular_shap,8,cold,True,9,7.58085,0.379459,0.105059,0.006472,8.07184,841.23828125,0.0,991.099922694206,0.014010888270794514
tabular_shap,8,cold,True,10,8.671015,0.523102,0.150144,0.007585,9.351846,841.23828125,0.0,855.4460798434875,0.01715542667120725
tabular_shap,8,cold,True,11,7.0471770000000005,0.578437,0.104007,0.006743,7.736364,841.23828125,0.0,1034.077507211398,0.01452342067143708
tabular_shap,8,cold,True,12,6.821922,0.35374,0.106913,0.006492,7.289067,841.23828125,0.0,1097.534156291882,0.015804116749088794
tabular_shap,8,cold,True,13,7.257175,0.383387,0.108416,0.006582,7.75556,841.23828125,0.0,1031.518033514021,0.015050987087075533
tabular_shap,8,cold,True,14,5.760288,0.331458,0.087877,0.006412,6.186035,841.23828125,0.0,1293.235489291606,0.015478156837136678
tabular_shap,8,cold,True,15,5.018232,0.33756,0.087826,0.006242,5.44986,841.23828125,0.0,1467.927616489231,0.017563788885005243
tabular_shap,8,cold,True,16,4.855854,0.324405,0.09001,0.006172,5.276441,841.23828125,0.0,1516.1734964912903,0.018567025316687837
tabular_shap,8,cold,True,17,4.935074,0.306591,0.089179,0.006352,5.337196,841.36328125,0.0,1498.9144112376612,0.018225315810911226
tabular_shap,8,cold,True,18,4.705289,0.314937,0.078709,0.006152,5.105086999999999,841.36328125,0.0,1567.0643810771494,0.016903820664647372
tabular_shap,8,cold,True,19,4.608034999999999,0.321059,0.083177,0.006222,5.018492999999999,841.36328125,0.0,1594.1040467726068,0.01813700448804588
tabular_shap,8,cold,True,20,4.913282,0.324465,0.092555,0.006493,5.3367949999999995,841.36328125,0.0,1499.027037763302,0.018910420835523366
tabular_shap,8,cold,True,21,4.7690280000000005,0.31602,0.083267,0.006202,5.174517000000001,841.36328125,0.0,1546.0380166883206,0.01759452418148265
tabular_shap,8,cold,True,22,4.6194560000000005,0.310819,0.082096,0.006192,5.018563,841.36328125,0.0,1594.081811865269,0.01790731754313907
tabular_shap,8,cold,True,23,4.625417,0.310819,0.081625,0.006432,5.024293,841.36328125,0.0,1592.2638269702823,0.017838895871267094
tabular_shap,8,cold,True,24,4.6604030000000005,0.303265,0.077988,0.006312,5.047968,841.36328125,0.0,1584.796100133757,0.016983408237617827
tabular_shap,8,cold,True,25,5.395106999999999,0.309997,0.081465,0.006241,5.792809999999999,841.36328125,0.0,1381.0223363100122,0.015373251740897273
tabular_shap,8,cold,True,26,4.898996,0.334323,0.116661,0.006873,5.356853,841.36328125,0.0,1493.414136994239,0.02360528758136089
tabular_shap,8,cold,True,27,5.688363,0.386402,0.088798,0.007013,6.1705760000000005,841.36328125,0.0,1296.4754019721984,0.015771968133746737
tabular_shap,8,cold,True,28,4.914255,0.31136,0.080854,0.006021,5.31249,841.36328125,0.0,1505.8851875485882,0.01662483745932297
tabular_shap,8,cold,True,29,4.686273,0.309867,0.082256,0.006472,5.084868,841.36328125,0.0,1573.2955113092414,0.017759310187464725
tabular_shap,32,warm,False,0,0.051137,0.632499,0.16353,0.0001,0.847266,841.36328125,0.0,37768.540222315074,0.23935252093219198
tabular_shap,32,warm,False,1,0.050646,0.629884,0.158731,0.00012,0.839381,841.36328125,0.0,38123.331359656695,0.23342247953800718
tabular_shap,32,warm,False,2,0.050125,0.628421,0.157569,0.00015,0.836265,841.36328125,0.0,38265.382384770375,0.23243671025987922
tabular_shap,32,warm,False,3,0.048331,0.633491,0.15819,0.00011,0.840122,841.36328125,0.0,38089.70601888773,0.23217203316994756
tabular_shap,32,warm,False,4,0.049734,0.643249,0.159022,0.0001,0.852105,841.36328125,0.0,37554.05730514432,0.22961890840035037
tabular_shap,32,warm,False,5,0.051528,0.636436,0.157418,0.000101,0.845483,841.36328125,0.0,37848.188550213315,0.22896401555895365
tabular_shap,32,warm,False,6,0.049764,0.634513,0.158159,0.000121,0.842557,841.36328125,0.0,37979.626304214435,0.23130983505217917
tabular_shap,32,warm,False,7,0.049755,0.625526,0.163289,9e-05,0.83866,841.36328125,0.0,38156.10616936542,0.24194224330315822
tabular_shap,32,warm,False,8,0.050265,0.625997,0.155985,0.000101,0.832348,841.36328125,0.0,38445.45790943211,0.2308069949220864
tabular_shap,32,warm,False,9,0.050336,0.627349,0.156006,9e-05,0.833781,841.36328125,0.0,38379.3825956696,0.2303371035215476
tabular_shap,32,warm,False,10,0.047721,0.636096,0.15869,0.000101,0.842608,841.36328125,0.0,37977.32753546133,0.23221271188051773
tabular_shap,32,warm,False,11,0.050375,0.645003,0.159081,8e-05,0.854539,841.36328125,0.0,37447.09135569003,0.2288841464642252
tabular_shap,32,warm,False,12,0.051568,0.636907,0.15804,0.00011,0.846625,841.36328125,0.0,37797.135685811314,0.22971059225098955
tabular_shap,32,warm,False,13,0.050575,0.637349,0.157418,0.00011,0.845452,841.36328125,0.0,37849.57632130505,0.22899041173152845
tabular_shap,32,warm,False,14,0.049804,0.631267,0.163209,0.000111,0.844391,841.36328125,0.0,37897.13533185456,0.23979878749792605
tabular_shap,32,warm,False,15,0.051016,0.629684,0.161195,9e-05,0.841985,841.36328125,0.0,38005.427650136284,0.23693991479359486
tabular_shap,32,warm,False,16,0.050416,0.624764,0.15799,9e-05,0.83326,841.36328125,0.0,38403.37949739577,0.23413015788382358
tabular_shap,32,warm,False,17,0.04741,0.635826,0.157879,0.00011,0.841225,841.36328125,0.0,38039.763440221104,0.23123635171448811
tabular_shap,32,warm,False,18,0.048672,0.636546,0.169582,0.0001,0.8549,841.36328125,0.0,37431.27851210668,0.24763214042830164
tabular_shap,32,warm,False,19,0.051348,0.633611,0.158209,0.000101,0.843269,841.36328125,0.0,37947.55884539809,0.2311233227098264
tabular_shap,32,warm,False,20,0.049544,0.637488,0.15811,0.00018,0.845322,841.36328125,0.0,37855.39711494555,0.23039683741077563
tabular_shap,32,warm,False,21,0.050105,0.625996,0.164923,0.00014,0.841164,841.36328125,0.0,38042.52202899791,0.24413955903038156
tabular_shap,32,warm,False,22,0.050806,0.628711,0.155535,0.00012,0.835172,841.36328125,0.0,38315.46076736289,0.22906711679030842
tabular_shap,32,warm,False,23,0.050545,0.62752,0.157559,0.0001,0.835724,841.36328125,0.0,38290.15320847552,0.23251310715049445
tabular_shap,32,warm,False,24,0.048742,0.640434,0.156357,0.0001,0.845633,841.36328125,0.0,37841.47496609049,0.2270203837626383
tabular_shap,32,warm,False,25,0.048893,0.636707,0.158039,0.0001,0.843739,841.36328125,0.0,37926.42037407302,0.23065781796966162
tabular_shap,32,warm,False,26,0.051818,0.634963,0.157719,0.000121,0.844621,841.36328125,0.0,37886.8155066,0.22982581055678591
tabular_shap,32,warm,False,27,0.050055,0.636927,0.168951,9e-05,0.856023,841.36328125,0.0,37382.17314254407,0.24606321563010386
tabular_shap,32,warm,False,28,0.050265,0.626938,0.16308,0.0001,0.840383,841.36328125,0.0,38077.87639683335,0.24096172048853887
tabular_shap,32,warm,False,29,0.049514,0.624784,0.157108,9e-05,0.831496,841.36328125,0.0,38484.85140036753,0.23312837944054407
tabular_shap,32,warm,True,0,0.049885,0.6279,0.157939,0.006012,0.841736,841.36328125,0.0,38016.6703099309,0.24189234049145378
tabular_shap,32,warm,True,1,0.048192,0.634793,0.157849,0.00524,0.846074,841.36328125,0.0,37821.75081612246,0.23878855318930864
tabular_shap,32,warm,True,2,0.048933,0.635595,0.157939,0.00506,0.847527,841.36328125,0.0,37756.9092194113,0.23811882055956804
tabular_shap,32,warm,True,3,0.050266,0.634522,0.15819,0.00507,0.848048,841.36328125,0.0,37733.71318604607,0.23840955156924476
tabular_shap,32,warm,True,4,0.049454,0.634934,0.157228,0.0052,0.846816,841.36328125,0.0,37788.61051279144,0.23733320864772617
tabular_shap,32,warm,True,5,0.051017,0.625426,0.160374,0.005029,0.841846,841.36328125,0.0,38011.70285301588,0.24451875472138818
tabular_shap,32,warm,True,6,0.049875,0.626397,0.17392,0.004979,0.855171,841.36328125,0.0,37419.416701455026,0.2645370501809923
tabular_shap,32,warm,True,7,0.050656,0.626017,0.156587,0.005039,0.838299,841.36328125,0.0,38172.53748364247,0.2388539220568871
tabular_shap,32,warm,True,8,0.048462,0.634884,0.156527,0.005229,0.845102,841.36328125,0.0,37865.25176842559,0.23671170973416103
tabular_shap,32,warm,True,9,0.049023,0.637348,0.158831,0.005119,0.850321,841.36328125,0.0,37632.8468895864,0.23886498701139763
tabular_shap,32,warm,True,10,0.05241,0.635464,0.155946,0.005059,0.848879,841.36328125,0.0,37696.77421634885,0.23406176131093778
tabular_shap,32,warm,True,11,0.050756,0.636076,0.155495,0.004959,0.847286,841.36328125,0.0,37767.64870421558,0.2336146248281967
tabular_shap,32,warm,True,12,0.049534,0.635063,0.157018,0.00513,0.846745,841.36328125,0.0,37791.77910705112,0.23685175365945219
tabular_shap,32,warm,True,13,0.050105,0.623541,0.161517,0.005039,0.840202,841.36328125,0.0,38086.079299977864,0.2472455859605787
tabular_shap,32,warm,True,14,0.049955,0.624373,0.155866,0.00506,0.835254,841.36328125,0.0,38311.69919569376,0.2386464747126028
tabular_shap,32,warm,True,15,0.046979,0.630104,0.16856,0.005029,0.850672,841.36328125,0.0,37617.31901367389,0.2563777262167267
tabular_shap,32,warm,True,16,0.049483,0.637238,0.157178,0.00503,0.848929,841.36328125,0.0,37694.55396152093,0.23620655258831466
tabular_shap,32,warm,True,17,0.050776,0.641757,0.159061,0.00516,0.856754,841.36328125,0.0,37350.27790941157,0.2371309381646795
tabular_shap,32,warm,True,18,0.050907,0.632769,0.157449,0.005009,0.846134,841.36328125,0.0,37819.06884725115,0.23762425476395252
tabular_shap,32,warm,True,19,0.049274,0.629783,0.157649,0.00516,0.841866,841.36328125,0.0,38010.79981849843,0.23975748722124948
tabular_shap,32,warm,True,20,0.050706,0.628591,0.164381,0.00514,0.848818,841.36328125,0.0,37699.48328145727,0.24955358260083585
tabular_shap,32,warm,True,21,0.050275,0.62772,0.15802,0.005019,0.841034,841.36328125,0.0,38048.40232380617,0.24047227486928371
tabular_shap,32,warm,True,22,0.048202,0.6332,0.157328,0.004989,0.843719,841.36328125,0.0,37927.31940373513,0.23821033692299112
tabular_shap,32,warm,True,23,0.048722,0.634032,0.155715,0.00496,0.843429,841.36328125,0.0,37940.36012515576,0.2353336633692369
tabular_shap,32,warm,True,24,0.050867,0.634382,0.16868,0.00502,0.858949,841.36328125,0.0,37254.83119486722,0.253484499794965
tabular_shap,32,warm,True,25,0.049003,0.636587,0.157038,0.005119,0.847747,841.36328125,0.0,37747.11087152181,0.23652182791464288
tabular_shap,32,warm,True,26,0.050145,0.638119,0.158721,0.00518,0.852165,841.36328125,0.0,37551.41316529076,0.23813681959248195
tabular_shap,32,warm,True,27,0.051227,0.637839,0.165534,0.00522,0.85982,841.36328125,0.0,37217.09194947779,0.2478049998113388
tabular_shap,32,warm,True,28,0.052149,0.630916,0.157569,0.005089,0.845723,841.36328125,0.0,37837.4479587288,0.2381296069920139
tabular_shap,32,warm,True,29,0.055696,0.629874,0.15837,0.005009,0.848949,841.36328125,0.0,37693.665932818105,0.23831118631211987
tabular_shap,32,cold,False,0,5.124975,0.729923,0.188728,9e-05,6.043716,841.36328125,0.0,5294.755742989909,0.032249579753567015
tabular_shap,32,cold,False,1,4.9077020000000005,0.719624,0.185732,0.000231,5.813289,841.48828125,0.0,5504.629135073105,0.03304642382545458
tabular_shap,32,cold,False,2,4.753821,0.710908,0.185311,0.00023,5.65027,841.48828125,0.0,5663.44617159888,0.033952461320588816
tabular_shap,32,cold,False,3,4.681103,0.704255,0.194339,0.00013,5.579827,841.48828125,0.0,5734.944828934661,0.03611069124838126
tabular_shap,32,cold,False,4,4.668188,0.740784,0.193337,0.00026,5.602569,841.48828125,0.0,5711.665487743212,0.035791828835497766
tabular_shap,32,cold,False,5,4.6256070000000005,0.70683,0.185331,0.000211,5.517979,841.48828125,0.0,5799.224679905451,0.03479497273010445
tabular_shap,32,cold,False,6,4.5334840000000005,0.713552,0.182106,0.00012,5.4292620000000005,841.48828125,0.0,5893.987064908637,0.034729321468348985
tabular_shap,32,cold,False,7,4.508865,0.699687,0.192865,0.000151,5.401568,841.48828125,0.0,5924.205712119147,0.03705751617724082
tabular_shap,32,cold,False,8,4.589038,0.72261,0.18488,0.000221,5.496749,841.48828125,0.0,5821.6229265698685,0.03484812999656604
tabular_shap,32,cold,False,9,4.639665,0.714023,0.189459,0.00021,5.543357,841.48828125,0.0,5772.675294050157,0.03542772757769971
tabular_shap,32,cold,False,10,4.942729,0.722259,0.196422,0.000311,5.861721,841.48828125,0.0,5459.147577989467,0.03472787585781294
tabular_shap,32,cold,False,11,4.817902,0.727359,0.188548,0.00022,5.7340290000000005,841.48828125,0.0,5580.71820006491,0.034041319245388085
tabular_shap,32,cold,False,12,4.680432000000001,0.704445,0.184981,0.00021,5.570068,841.48828125,0.0,5744.99270026865,0.03439094337716534
tabular_shap,32,cold,False,13,4.679831,0.698504,0.190391,0.00015,5.5688759999999995,841.48828125,0.0,5746.222397482006,0.035427506839942106
tabular_shap,32,cold,False,14,4.717242000000001,0.711849,0.182897,0.00021,5.612198,841.48828125,0.0,5701.865828682451,0.033727008812340774
tabular_shap,32,cold,False,15,4.7179530000000005,0.715987,0.187566,0.00022,5.621726000000001,841.48828125,0.0,5692.202003441647,0.03455798186950904
tabular_shap,32,cold,False,16,4.651586,0.707662,0.186814,0.00021,5.546272,841.48828125,0.0,5769.641301400292,0.0348974333712491
tabular_shap,32,cold,False,17,4.633263,0.71238,0.185722,0.000221,5.531586000000001,841.48828125,0.0,5784.959322696962,0.034784028787556515
tabular_shap,32,cold,False,18,4.606291,0.711348,0.191533,0.000291,5.509462999999999,841.48828125,0.0,5808.188565745882,0.036073152013515776
tabular_shap,32,cold,False,19,4.579199999999999,0.712711,0.186644,0.00019,5.478745,841.48828125,0.0,5840.7536762525,0.03530558242570596
tabular_shap,32,cold,False,20,4.594939999999999,0.708933,0.192876,0.000271,5.49702,841.48828125,0.0,5821.335923827819,0.036416218864969055
tabular_shap,32,cold,False,21,4.555124999999999,0.71752,0.186103,0.0001,5.458848,841.48828125,0.0,5862.04268739485,0.03531491310338549
tabular_shap,32,cold,False,22,4.7685379999999995,0.781351,0.209127,0.00011,5.759126,841.48828125,0.0,5556.398661880293,0.03770111438264802
tabular_shap,32,cold,False,23,5.395177,0.753017,0.204738,0.000341,6.353273,841.48828125,0.0,5036.773958871278,0.033355974128337525
tabular_shap,32,cold,False,24,5.23923,0.745303,0.214036,0.000301,6.19887,841.48828125,0.0,5162.23118084425,0.035815158843639096
tabular_shap,32,cold,False,25,5.150233,0.743489,0.203216,0.000541,6.097479,841.48828125,0.0,5248.070555060542,0.034571871560959276
tabular_shap,32,cold,False,26,5.5457019999999995,0.732177,0.193858,0.00012,6.471857,841.48828125,0.0,4944.4850218414895,0.0308986522358905
tabular_shap,32,cold,False,27,4.831869,0.760371,0.217823,0.000311,5.8103739999999995,841.48828125,0.0,5507.3907462755415,0.03900655193625452
tabular_shap,32,cold,False,28,4.916729,0.747687,0.212072,0.000151,5.876639,841.48828125,0.0,5445.289390755498,0.0374659982600148
tabular_shap,32,cold,False,29,4.87004,0.720616,0.191293,0.00011,5.782059,841.61328125,0.0,5534.3606836249855,0.03423623274263342
tabular_shap,32,cold,True,0,4.660795,0.710126,0.187896,0.006703,5.56552,841.61328125,0.0,5749.687360749759,0.03623196096163023
tabular_shap,32,cold,True,1,4.681144000000001,0.727509,0.186112,0.006292,5.601057,841.61328125,0.0,5713.207346399082,0.03557336734303346
tabular_shap,32,cold,True,2,4.69006,0.718863,0.186052,0.006443,5.601418,841.61328125,0.0,5712.839141803022,0.03558841566056681
tabular_shap,32,cold,True,3,4.664481,0.710537,0.188698,0.006252,5.569968,841.61328125,0.0,5745.095842561393,0.03626964598072043
tabular_shap,32,cold,True,4,4.662388,0.700418,0.183177,0.006312,5.552295,841.61328125,0.0,5763.382529206392,0.03533392779824592
tabular_shap,32,cold,True,5,4.65864,0.697953,0.188437,0.006332,5.551362,841.61328125,0.0,5764.351162831752,0.03636061205322114
tabular_shap,32,cold,True,6,4.575223,0.70691,0.189479,0.006813,5.478425,841.61328125,0.0,5841.094840214113,0.03716150274898417
tabular_shap,32,cold,True,7,4.563701,0.703703,0.191383,0.006552,5.465338999999999,841.61328125,0.0,5855.080535717912,0.03757733410993347
tabular_shap,32,cold,True,8,5.0268489999999995,0.70188,0.185131,0.008186,5.922046,841.61328125,0.0,5403.537898895078,0.03374518152281248
tabular_shap,32,cold,True,9,4.542801,0.700979,0.185732,0.006081,5.435593,841.61328125,0.0,5887.1221594405615,0.036579147103806796
tabular_shap,32,cold,True,10,4.478419,0.708924,0.186724,0.006041,5.380108,841.61328125,0.0,5947.835991396456,0.03716064274138032
tabular_shap,32,cold,True,11,4.504799,0.700488,0.186504,0.006352,5.398143,841.61328125,0.0,5927.964487046749,0.037050022409907464
tabular_shap,32,cold,True,12,4.488047,0.708303,0.188157,0.006051,5.390558,841.61328125,0.0,5936.305666315064,0.03737392592877693
tabular_shap,32,cold,True,13,4.594157999999999,0.702942,0.186574,0.006272,5.489946,841.61328125,0.0,5828.836932093685,0.03640595797700629
tabular_shap,32,cold,True,14,4.591233,0.701209,0.182646,0.006362,5.48145,841.61328125,0.0,5837.8713661531165,0.03571281461374542
tabular_shap,32,cold,True,15,4.5755930000000005,0.694357,0.185331,0.006462,5.461743,841.61328125,0.0,5858.935508316667,0.036393703925084675
tabular_shap,32,cold,True,16,4.916138999999999,0.714825,0.196412,0.006352,5.833728,841.61328125,0.0,5485.343163068282,0.03600875445128046
tabular_shap,32,cold,True,17,4.789088,0.723141,0.192395,0.006241,5.710865,841.61328125,0.0,5603.3543079726105,0.03603551303837341
tabular_shap,32,cold,True,18,4.862837,0.718652,0.18999,0.006192,5.777671,841.61328125,0.0,5538.563895382759,0.03514868523435234
tabular_shap,32,cold,True,19,5.430973,0.7913,0.227061,0.006392,6.455726,841.61328125,0.0,4956.839865880305,0.03751892596162207
tabular_shap,32,cold,True,20,4.865042,0.720155,0.191423,0.006382,5.783002,841.61328125,0.0,5533.458228096757,0.0354159396705255
tabular_shap,32,cold,True,21,4.595770000000001,0.711359,0.188808,0.006232,5.502169,841.61328125,0.0,5815.888243345487,0.03675056702032303
tabular_shap,32,cold,True,22,4.8550830000000005,0.722068,0.190732,0.006322,5.774205,841.61328125,0.0,5541.888450444693,0.0353323766919705
tabular_shap,32,cold,True,23,4.552039,0.707952,0.185942,0.006573,5.452506,841.61328125,0.0,5868.861033807208,0.03659987250928757
tabular_shap,32,cold,True,24,4.539996,0.70703,0.186623,0.006423,5.440072,841.61328125,0.0,5882.275087535606,0.03679150818006239
tabular_shap,32,cold,True,25,4.52642,0.707972,0.186764,0.006452,5.427608,841.61328125,0.0,5895.783188469027,0.036912787578767516
tabular_shap,32,cold,True,26,4.525729,0.705968,0.194008,0.006442,5.432147,841.61328125,0.0,5890.856782778522,0.038314527771772716
tabular_shap,32,cold,True,27,4.492586,0.708733,0.186624,0.006282,5.394225,841.61328125,0.0,5932.270159290723,0.03708790020377524
tabular_shap,32,cold,True,28,4.812472,0.71228,0.187385,0.006392,5.718529,841.61328125,0.0,5595.844665647407,0.0350743345583657
tabular_shap,32,cold,True,29,4.724325,0.71198,0.198105,0.006683,5.641093000000001,841.61328125,0.0,5672.659536015449,0.03767043975641543
image_gradcam,1,warm,False,0,0.066987,0.231419,0.17421,9e-05,0.472706,852.98046875,0.0,2115.479811976154,0.5841035367921557
image_gradcam,1,warm,False,1,0.067408,0.241337,0.176375,9e-05,0.48521,852.98046875,0.0,2060.9632942437297,0.5715558146690635
image_gradcam,1,warm,False,2,0.066937,0.229825,0.174962,9e-05,0.471814,852.98046875,0.0,2119.4792863289344,0.5898733665361469
image_gradcam,1,warm,False,3,0.065785,2.457688,0.185412,0.0001,2.708985,852.98046875,0.0,369.14194799897376,0.0735145571202862
image_gradcam,1,warm,False,4,0.074461,0.241428,0.175943,8e-05,0.491912,852.98046875,0.0,2032.8839304591063,0.5572305461728645
image_gradcam,1,warm,False,5,0.074742,0.230206,0.176815,8e-05,0.481843,852.98046875,0.0,2075.364797247236,0.5800825058698532
image_gradcam,1,warm,False,6,0.066626,0.233673,0.174831,8.1e-05,0.475211,852.98046875,0.0,2104.3283930717093,0.5824594820495572
image_gradcam,1,warm,False,7,0.074461,0.23179,0.174911,0.00011,0.481272,852.98046875,0.0,2077.8270915407506,0.5714952767501168
image_gradcam,1,warm,False,8,0.065374,0.319886,0.181635,0.0001,0.566995,852.98046875,0.0,1763.6839831039074,0.47172039661527276
image_gradcam,1,warm,False,9,0.067548,0.228693,0.174451,9e-05,0.470782,852.98046875,0.0,2124.1253913701034,0.5891858318058608
image_gradcam,1,warm,False,10,0.065705,0.225287,0.179921,7e-05,0.470983,852.98046875,0.0,2123.2188847580487,0.6185427778083247
image_gradcam,1,warm,False,11,0.451425,2.360124,0.19533,8e-05,3.006959,852.98046875,0.0,332.5619005779593,0.06950261226107032
image_gradcam,1,warm,False,12,0.069672,0.239203,0.176074,9e-05,0.485039,852.98046875,0.0,2061.6898847309185,0.5703407527316876
image_gradcam,1,warm,False,13,0.652446,0.243602,0.177727,0.0001,1.073875,852.98046875,0.0,931.2070771737865,0.198457002303448
image_gradcam,1,warm,False,14,0.064823,0.231319,0.181714,8e-05,0.477936,852.98046875,0.0,2092.3303538549094,0.6138744251068743
image_gradcam,1,warm,False,15,0.069662,0.233092,0.175683,0.0001,0.478537,852.98046875,0.0,2089.702572632837,0.5806133032098668
image_gradcam,1,warm,False,16,0.064262,0.230166,0.184991,0.00011,0.479529,852.98046875,0.0,2085.3796120776847,0.6286800168462238
image_gradcam,1,warm,False,17,0.720285,1.801114,0.185622,9e-05,2.707111,852.98046875,0.0,369.39748684113806,0.07365434824079807
image_gradcam,1,warm,False,18,0.069802,0.244644,0.176163,8.1e-05,0.49069,852.98046875,0.0,2037.9465650410646,0.5604905134744916
image_gradcam,1,warm,False,19,0.065705,0.231449,0.175432,9e-05,0.472676,852.98046875,0.0,2115.6140781423214,0.5906768880782356
image_gradcam,1,warm,False,20,0.069502,0.232661,0.174691,9e-05,0.476944,852.98046875,0.0,2096.682210070784,0.5784328326102137
image_gradcam,1,warm,False,21,0.065253,0.230968,0.173679,8.1e-05,0.469981,852.98046875,0.0,2127.745589715329,0.5865890669466378
image_gradcam,1,warm,False,22,0.067068,0.240716,0.172427,8e-05,0.480291,852.98046875,0.0,2082.071077742452,0.5604807267434304
image_gradcam,1,warm,False,23,0.105389,0.228504,0.172737,0.0001,0.50673,852.98046875,0.0,1973.4375308349613,0.517641879284681
image_gradcam,1,warm,False,24,0.071756,2.516229,0.185251,9e-05,2.773326,852.98046875,0.0,360.57787652803887,0.07161594831500183
image_gradcam,1,warm,False,25,0.075864,0.249142,0.176134,9e-05,0.50123,852.98046875,0.0,1995.092073499192,0.542217682135099
image_gradcam,1,warm,False,26,0.294678,0.233232,0.17381,7e-05,0.70179,852.98046875,0.0,1424.9276849199903,0.3293743251690629
image_gradcam,1,warm,False,27,0.067858,0.229886,0.172988,0.00011,0.470842,852.98046875,0.0,2123.8547113469062,0.5813651996345854
image_gradcam,1,warm,False,28,0.066947,0.230337,0.173689,8e-05,0.471053,852.98046875,0.0,2122.903367561612,0.5845218713418818
image_gradcam,1,warm,False,29,0.072988,0.231078,0.173759,9.1e-05,0.477916,852.98046875,0.0,2092.4179144452164,0.5717508698769346
image_gradcam,1,warm,True,0,0.065083,0.504246,0.180732,0.006252,0.756313,852.98046875,0.0,1322.2039023525974,0.328428729258478
image_gradcam,1,warm,True,1,0.710567,1.997105,0.191644,0.005831,2.905147,852.98046875,0.0,344.21666098135483,0.07293165494195754
image_gradcam,1,warm,True,2,0.069502,0.238672,0.176314,0.005291,0.489779,852.98046875,0.0,2041.7371916721625,0.5892937106959055
image_gradcam,1,warm,True,3,0.064522,0.239945,0.177156,0.00534,0.486963,852.98046875,0.0,2053.5441091006915,0.5993950083260255
image_gradcam,1,warm,True,4,0.066026,0.231007,0.174361,0.00541,0.476804,852.98046875,0.0,2097.2978414610616,0.6052223153656328
image_gradcam,1,warm,True,5,0.065735,0.260433,0.175884,0.005149,0.507201,852.98046875,0.0,1971.6049455738455,0.5550299232297466
image_gradcam,1,warm,True,6,0.065434,0.228152,0.17415,0.005,0.472736,852.98046875,0.0,2115.3455628511474,0.6102130210568624
image_gradcam,1,warm,True,7,0.065294,0.2376,0.174,0.00518,0.482074,852.98046875,0.0,2074.3703248878805,0.5915600837256597
image_gradcam,1,warm,True,8,0.524534,2.644793,0.183448,0.005219,3.357994,852.98046875,0.0,297.79683942258384,0.05952904197010911
image_gradcam,1,warm,True,9,0.067027,0.234735,0.183808,0.00532,0.49089,852.98046875,0.0,2037.116258224857,0.6267455809545271
image_gradcam,1,warm,True,10,0.06845,0.231389,0.17447,0.00518,0.479489,852.98046875,0.0,2085.553578914219,0.5991548797854848
