policy,review_budget,cost_profile,automatic_coverage,accepted_error_rate,wrong_automatic_actions,selective_risk,manual_review_load,review_rate,false_blocks,true_structural_blocks,total_cost,risk_auroc,risk_auprc,expected_calibration_error,brier_score,action_sha256
weighted_linear,0.05,balanced,0.95,0.03365650969529086,243,0.03365650969529086,380,0.05,0,0,2810.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,bc4af95453471e241f3b020e5482a0b53f30d91b1b7f10f73364eff4a90f87e6
weighted_linear,0.05,unsafe_accept_sensitive,0.95,0.03365650969529086,243,0.03365650969529086,380,0.05,0,0,6455.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,bc4af95453471e241f3b020e5482a0b53f30d91b1b7f10f73364eff4a90f87e6
weighted_linear,0.05,review_expensive,0.95,0.03365650969529086,243,0.03365650969529086,380,0.05,0,0,3950.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,bc4af95453471e241f3b020e5482a0b53f30d91b1b7f10f73364eff4a90f87e6
weighted_linear,0.1,balanced,0.9,0.021929824561403508,150,0.021929824561403508,760,0.1,0,0,2260.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,ddcd783a18f576799518d0e7533a03ca26c9a583b637a629a3a51de4041095a2
weighted_linear,0.1,unsafe_accept_sensitive,0.9,0.021929824561403508,150,0.021929824561403508,760,0.1,0,0,4510.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,ddcd783a18f576799518d0e7533a03ca26c9a583b637a629a3a51de4041095a2
weighted_linear,0.1,review_expensive,0.9,0.021929824561403508,150,0.021929824561403508,760,0.1,0,0,4540.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,ddcd783a18f576799518d0e7533a03ca26c9a583b637a629a3a51de4041095a2
weighted_linear,0.2,balanced,0.8,0.01200657894736842,73,0.01200657894736842,1520,0.2,0,0,2250.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,a12d0092803adbf90caabb86603ac50f58d8d0059d91ba2c452698ce34800c8c
weighted_linear,0.2,unsafe_accept_sensitive,0.8,0.01200657894736842,73,0.01200657894736842,1520,0.2,0,0,3345.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,a12d0092803adbf90caabb86603ac50f58d8d0059d91ba2c452698ce34800c8c
weighted_linear,0.2,review_expensive,0.8,0.01200657894736842,73,0.01200657894736842,1520,0.2,0,0,6810.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,a12d0092803adbf90caabb86603ac50f58d8d0059d91ba2c452698ce34800c8c
weighted_linear,0.3,balanced,0.7,0.007518796992481203,40,0.007518796992481203,2280,0.3,0,0,2680.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,8aa7ac1b06438e3091650e5b8c9e9eb641aedb00540a6210d37bf10090e953e5
weighted_linear,0.3,unsafe_accept_sensitive,0.7,0.007518796992481203,40,0.007518796992481203,2280,0.3,0,0,3280.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,8aa7ac1b06438e3091650e5b8c9e9eb641aedb00540a6210d37bf10090e953e5
weighted_linear,0.3,review_expensive,0.7,0.007518796992481203,40,0.007518796992481203,2280,0.3,0,0,9520.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,8aa7ac1b06438e3091650e5b8c9e9eb641aedb00540a6210d37bf10090e953e5
weighted_linear,0.4,balanced,0.6,0.005263157894736842,24,0.005263157894736842,3040,0.4,0,0,3280.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,96b2f5228fb0c9fb79adb9168d81c37f13bc0fa173d40c489d38bee9d11a61ca
weighted_linear,0.4,unsafe_accept_sensitive,0.6,0.005263157894736842,24,0.005263157894736842,3040,0.4,0,0,3640.0,0.9018386951132649,0.35288872103469837,0.00833561419576137,0.0398210459301856,96b2f5228fb0c9fb79adb9168d81c37f13bc0fa173d40c489d38bee9d11a61ca
