method,w_p,w_u,w_I,w_Delta,w_R,theta_1,theta_2,theta_3,theta_4
random_search,0.06280000809715407,0.19720657050467244,0.0022128383029346057,0.19953398385008667,0.5382465992451522,0.2503438661149115,0.3012787477578541,0.6858187542034443,0.9040163568446252
grid_search,0.010888376135203695,0.4930976858704026,0.030409738309264803,0.16481246410137432,0.30079173558375455,0.2,0.4,0.6,0.8
random_search,0.09117904982259123,0.35018789936811184,0.4895177657790427,0.04814695648909303,0.02096832854116134,0.35681877678351775,0.4119870301660949,0.4452188178274959,0.8331176049055674
random_search,0.15872081630095258,0.05270209289867852,0.5546005450468519,0.22155159916082673,0.012424946592690332,0.5056479574801176,0.7048877331954102,0.7506705511913493,0.7587419078333871
random_search,0.062142313174068486,0.011879326641932404,0.5677305567985355,0.17652940559461974,0.18171839779084384,0.3868150645953272,0.4326256100474219,0.5672564459726499,0.6719364887984948
random_search,0.06300395502666668,0.5053186260552044,0.08049159685862962,0.018898222501672536,0.3322875995578267,0.14482871400447236,0.43142748674524334,0.7385029249214181,0.8818536855998378
random_search,0.05399501111566963,0.013360542165019942,0.510683306044224,0.31285848577672803,0.10910265489835852,0.40243142223386,0.45640941407676083,0.5518001604776025,0.5973401425393668
random_search,0.06680484474225555,0.4609993785642932,0.3907285068345923,0.04941352612993042,0.03205374372892857,0.21915044355270225,0.31077315497259406,0.5156801791795623,0.7176886981499289
grid_search,0.6280440377106701,0.07642978007809993,0.1211168671098435,0.10973631555250911,0.06467299954887742,0.2,0.4,0.6,0.8
random_search,0.04071577729448032,0.007763590103885174,0.30501865364747166,0.15142096897910884,0.49508100997505394,0.17311862323461963,0.19114299444022612,0.7884241584888734,0.8100382403266604
random_search,0.5288800985482636,0.017847154015407044,0.10511905805370401,0.2935021300019242,0.05465155938070121,0.27713170614605276,0.3253421854922839,0.6687254581279063,0.9178697718672486
random_search,0.1393523640511214,0.09893235457793273,0.5694518035139292,0.004984769457353351,0.18727870839966318,0.2432084240579791,0.2858116981223141,0.5101204659867913,0.6918706895658444
random_search,0.02811595617193403,0.09123212218204779,0.28163229808363677,0.054118240681678774,0.5449013828807028,0.1390103390150349,0.4423661616907485,0.7259894611704358,0.8593878155123474
random_search,0.020473096848568326,0.4741080831776911,0.3018548775229259,0.01191773826120276,0.19164620418961203,0.501190973631856,0.7510110360492315,0.7536039782819203,0.8636681597876165
random_search,0.06059634177034239,0.21069609651129478,0.5931413237059178,0.09030097193147887,0.045265266080966295,0.2605046327544013,0.510577817808678,0.6587677539363169,0.858261696827334
random_search,0.17218980350152308,0.5761626824682174,0.13531442150261316,0.0059890074296799056,0.11034408509796645,0.2255511281853904,0.28721838440339986,0.5022356333450982,0.8600013484898832
random_search,0.3182716581130881,0.02205384656272926,0.15449828128614873,0.01969997878992257,0.48547623524811145,0.2432575432832216,0.69115543873119,0.7751542788248068,0.824044799206446
random_search,0.08584434371009676,0.021375762591832985,0.07530075856580133,0.5547914377811068,0.262687697351162,0.1213046781038919,0.1763916042855353,0.34700647664474704,0.666621291614353
grid_search,0.4674409676573256,0.05726669095820905,0.3666731863720593,0.011925140236911711,0.09669401477549411,0.2,0.4,0.6,0.8
random_search,0.044593111000108904,0.178611135032583,0.5736670497834803,0.025614702996739343,0.17751400118708838,0.36586540950658775,0.6004394100683241,0.7976126830357164,0.8171825932316558
random_search,0.5626589927400196,0.08172375553812854,0.007614468775661203,0.137097345331041,0.21090543761514957,0.28487294313416855,0.48918485736607653,0.788454539659102,0.8221078374451247
random_search,0.057056637572596026,0.23278874905709365,0.08151083075369865,0.047097574610066764,0.581546208006545,0.3116620316858809,0.47640997621886794,0.6904480935329683,0.8306641830657784
random_search,0.065766381049582,0.23044483388720763,0.5825222137853681,0.04281904430158394,0.07844752697625848,0.2074610314486926,0.6704434821306007,0.7568795672334279,0.8624866028914054
random_search,0.1315044746330395,0.316761489720779,0.005522578727966587,0.054204291696958916,0.49200716522125587,0.2571270152933424,0.3059764958017993,0.5424550095440599,0.8067563428801566
random_search,0.14938653535831256,0.19191173558703034,0.08278448133821467,0.007935012141527772,0.5679822355749146,0.5814473607837248,0.635275765309377,0.6575403586244672,0.7921950069061369
random_search,0.04112512682277905,0.2899128730539273,0.03514246261112465,0.5375566958010725,0.09626284171109659,0.31622673692140113,0.4622599047848195,0.8322664407864747,0.8579458915784595
random_search,0.3958581575788774,0.006906449573625475,0.4359559103217575,0.09364862031464698,0.06763086221109253,0.24512972168452432,0.7150795144800172,0.7786337291534002,0.8790179241641699
random_search,0.1897823918150491,0.013148954419646953,0.07237639636103657,0.15136266102426565,0.5733295963800017,0.12039311382193574,0.415333188661368,0.5303947950889498,0.9075452130207399
random_search,0.506467896195233,0.1958962631250697,0.03342635266066259,0.2555851600808886,0.00862432793814603,0.17680200861630674,0.25435866553942155,0.5962614045554984,0.699577466458422
random_search,0.03760278388189029,0.07797243432830353,0.055021171175439185,0.5495828368788463,0.2798207737355206,0.545379915292527,0.5705598415869682,0.7179627529271704,0.8643867043361092
random_search,0.06839003527796472,0.5253824503064148,0.18072773837408626,0.22543348718425746,6.628885727670159e-05,0.1480726127382465,0.7458271388028476,0.8700522070183577,0.9126926752848508
random_search,0.15500130137046747,0.35906526809126954,0.02006237430428756,0.44764537166883783,0.018225684565137602,0.3385773611633336,0.34524675207980604,0.5008875456265294,0.6668196676746814
random_search,0.05414189256365032,0.1516439065006807,0.604356765363585,0.04531670344191454,0.14454073213016938,0.3879950222298265,0.49088859036507715,0.745667190459261,0.8674130020330171
random_search,0.0356672402914347,0.519204752297113,0.009801772732852121,0.21355713477793734,0.22176909990066276,0.6270026017067223,0.8064009590920864,0.9000670489686879,0.9099431489126404
random_search,0.2654794949423814,0.027126187739975008,0.48353845405855034,0.007272557986357938,0.21658330527273542,0.30330465732663264,0.5179998898418146,0.7081164110903321,0.8368064678668592
random_search,0.012342210270837772,0.1427314609026224,0.5160394637711716,0.28491833815287626,0.04396852690249179,0.29778211487700457,0.42761782995850217,0.6777345028805579,0.7350552100080788
random_search,0.5748236360268614,0.03207227162693842,0.0490132071741587,0.21953040033039545,0.12456048484164617,0.1655655449008833,0.35813603957554097,0.3669766797944482,0.8180531460393461
random_search,0.2039034980113027,0.2880510395321237,0.01191078624769797,0.4755541039925422,0.0205805722163334,0.22333135688191824,0.24443663994981435,0.7695008884699143,0.8751580876197781
random_search,0.09143023457307867,0.006162156726811073,0.10722772049907188,0.25291119430336256,0.5422686938976758,0.15818192728826064,0.5321563207701201,0.6600723575069688,0.9127917883125489
random_search,0.00914338714778848,0.2029717310145952,0.019808431435140817,0.321588256443152,0.44648819395932354,0.2927360107432473,0.4047522956077175,0.5477550698506036,0.8950025050063147
random_search,0.14168801351942412,0.02700800273861568,0.17227756314091827,0.0672072951134069,0.5918191254876349,0.35961903228752756,0.36640293248199834,0.5173279397307464,0.8917513439855298
random_search,0.1734695079565547,0.22096947874232034,0.5455194234705584,0.014346949242884204,0.04569464058768241,0.14525425028446876,0.31679992960279096,0.5303098527086088,0.8755588758009115
random_search,0.2615593151614601,0.12461820286617879,0.07057645694315123,0.5353700242703449,0.007876000758865003,0.14843764755316868,0.3706364260879818,0.8934525358487518,0.9047984482718264
random_search,0.37056363123478814,0.45437172926426767,0.0449139803000582,0.011639974333675,0.1185106848672111,0.19951724285018463,0.5373090424882234,0.5628082643277421,0.6913355121865999
random_search,0.016510814825791146,0.5927254066802146,0.11976924772152013,0.1142920256083062,0.156702505164168,0.1801076172934178,0.32797658550471265,0.6363316166932895,0.7338888967553067
random_search,0.3678841376319677,0.022063573806976065,0.006102369979820879,0.19880111914254614,0.40514879943868926,0.2890072255790581,0.3034947713995815,0.5165711435937375,0.5677161610565704
random_search,0.45285227344283313,0.02446176334047479,0.006704040915372276,0.20307363499253162,0.3129082873087882,0.12689380570700165,0.15780027108518807,0.24048047546981113,0.31002853764180716
random_search,0.11053601225331858,0.4409433456749631,0.027771915554963156,0.027700618828706444,0.39304810768804876,0.16789435731946944,0.20236235210417666,0.29813115669930623,0.5418372248678576
random_search,0.0024955420406954265,0.169708694963769,0.48095506375993635,0.045730525923662654,0.3011101733119367,0.2062131351156452,0.20892645932740306,0.6900888134912575,0.9195977674852406
random_search,0.11595560203469488,0.002584401723852386,0.5599126572749615,0.1940347364619313,0.12751260250455998,0.3427408385301568,0.3491782496743482,0.38245257121400905,0.7878359603780131
grid_search,0.18463390439266353,0.19605225131074208,0.05938002407424729,0.00924928112679394,0.5506845390955531,0.2,0.4,0.6,0.8
random_search,0.12092188318308796,0.5306202653706181,0.0018188915613529715,0.09192398529696164,0.25471497458797926,0.28560557184442653,0.35304330724703914,0.513285529440036,0.6393313975773138
random_search,0.1326061488807701,0.04127533968932155,0.5814909750388709,0.20284902428358773,0.04177851210744974,0.243019447210036,0.46823868404192714,0.684339739292972,0.8058416508552976
random_search,0.05264470385614364,0.05327700177370328,0.4395058274780001,0.04202665919996442,0.4125458076921884,0.25591614322414424,0.33235125017993916,0.7000624025109521,0.7538605190727292
random_search,0.02271161139396586,0.16877844664841332,0.5940004768857461,0.1262120321263945,0.08829743294548031,0.2872848450185847,0.35656221106777486,0.5378675967904949,0.8641652438559022
random_search,0.23727886798397177,0.021908278244441616,0.12219857155900123,0.5606921838998195,0.057922098312765895,0.3285887982053717,0.3817646791620293,0.6950086253985217,0.7130890983598926
random_search,0.12267939514450937,0.5458022376837971,0.10387417198042054,0.001982916937572619,0.22566127825370064,0.3158982405751651,0.3273609737713536,0.7482770028905515,0.8433983300445903
random_search,0.4354527544731919,0.07381753827528374,0.05107710228997635,0.411775055852549,0.027877549108999006,0.3297447885398078,0.7341216466069497,0.7609998474134166,0.8460640098786595
random_search,0.10463896447644826,0.022950727290005097,0.33110386137545633,0.043133269360089606,0.49817317749800083,0.15955589886619376,0.3689246690486785,0.580578585221868,0.9118467735081773
random_search,0.02436079520540933,0.5820777392478774,0.10155127957712831,0.2089853412799958,0.08302484468958923,0.352376267543118,0.4497845197501575,0.7270913922074291,0.8698882572630277
random_search,0.6007595478090824,0.05572476163657169,0.1607894726781636,0.139202628554795,0.043523589321387404,0.24815650612351445,0.3368255310241781,0.7439657691862193,0.8137334214552222
random_search,0.16080633593601906,0.043709018715376025,0.26756668470968725,0.5174593624747481,0.010458598164169447,0.12085397201819778,0.28982171107259436,0.6370326105828473,0.8356091981750249
random_search,0.5433006447469186,0.28948188047592543,0.04800029297280358,0.06068770362022541,0.05852947818412698,0.3034610010464591,0.33799124921605395,0.6526552093266805,0.8984011857005518
random_search,0.12988223770228183,0.02529284557192566,0.1557182084860373,0.09049546846590567,0.5986112397738496,0.2332859796590388,0.2898540065127748,0.3500183566702405,0.6894364361091653
random_search,0.05008905473144177,0.08980891720760684,0.23352768662565287,0.5769254116548072,0.04964892978049145,0.39188887655004484,0.39449642363607723,0.44498129117800145,0.8007046478047228
random_search,0.008521258196700302,0.4801592047136547,0.31410323503065873,0.15982840500510515,0.0373878970538812,0.2297426683918436,0.47108573211598975,0.7118862426150769,0.7257058826161462
random_search,0.5111823583792401,0.009682992144413965,0.20979820871634589,0.23450582499714967,0.03483061576285038,0.32846519296238885,0.5529347640165654,0.7072693019187647,0.7538621059054421
random_search,0.2524829654196304,0.5673291470710676,0.07652813779316021,0.05195490183472774,0.051704847881414,0.12221478061113025,0.12742750833880254,0.45389075966418957,0.5720123487370694
random_search,0.2689692503204571,0.0921795136799764,0.056013159038238884,0.5509133393485712,0.03192473761275647,0.15807620911576128,0.3439321859515393,0.38139891811447624,0.6542891823900016
random_search,0.26176134722656974,0.33219885011434647,0.01294271827801161,0.006380166435503178,0.386716917945569,0.12443313210164983,0.6304156522689098,0.6379685114248865,0.8230296146427262
random_search,0.04658187398226818,0.07621507800187968,0.17071055130074325,0.6071652418081226,0.09932725490698618,0.33633236279697987,0.3436719595082809,0.4049525097512526,0.5821478680235551
random_search,0.2793868210438809,0.542229798050195,0.024124590077031677,0.07897279740712908,0.07528599342176329,0.1788619109373881,0.2713267070571278,0.48416489139944907,0.9170932816927991
random_search,0.6045572908222037,0.10119878518584101,0.02932518050270924,0.11735841392501552,0.14756032956423032,0.2965265838308745,0.40292512941507874,0.44651165295584505,0.5213415966854442
random_search,0.010767171312702838,0.3623604320041256,0.2633692685342457,0.007787746304301935,0.355715381844624,0.18688430797918165,0.33925407895657744,0.6837108151441236,0.9139065408751513
random_search,0.034061077156782235,0.19924326674062265,0.004287264509224542,0.4714948867880342,0.2909135048053364,0.20451450086004241,0.26834405756825896,0.3056773758860333,0.7477980451524368
random_search,0.05245537710264652,0.2648112423395179,0.0022183949869083084,0.5019730305106022,0.17854195506032514,0.33053888358707545,0.4222080330607721,0.8693917199081492,0.9160450710048315
random_search,0.5476024495541212,0.186252441674636,0.030125225234210674,0.20836318497082112,0.027656698566210964,0.2751969727065783,0.5922203608596788,0.6577711974497478,0.6849493198002772
random_search,0.004643289371415416,0.024510184557708765,0.2579142668868664,0.26030643480977655,0.45262582437423265,0.2580589592270611,0.4558966977575946,0.7516303223408772,0.8169843768507347
random_search,0.20928289083981857,0.017951396539883428,0.5353153911549089,0.20254413225501802,0.03490618921037109,0.14494860039728932,0.6246363919317073,0.6557307839671169,0.655770187720811
random_search,0.5256670461886449,0.015674184152397196,0.11687814400258434,0.05679247715676876,0.2849881484996047,0.22349024276661955,0.3173443017809179,0.6542793270783891,0.8085043211169042
random_search,0.0807963392054497,0.11154168513190064,0.3081083378833391,0.4966714470033703,0.0028821907759404622,0.19226534642247406,0.4428161138426536,0.4449712912067521,0.49838326813765377
grid_search,0.05,0.05,0.4,0.05,0.4499999999999999,0.2,0.4,0.6,0.8
grid_search,0.05,0.4,0.05,0.05,0.44999999999999996,0.2,0.4,0.6,0.8
grid_search,0.4,0.05,0.05,0.05,0.44999999999999996,0.2,0.4,0.6,0.8
random_search,0.12677545494154252,0.588984796150658,0.05914034339160287,0.18917968563535667,0.03591971988083989,0.12324909377990696,0.1361760727708696,0.2133524846680741,0.3123569805890069
grid_search,0.06776619097114299,0.10989875090674889,0.36316181367953715,0.004497466544092474,0.4546757778984786,0.2,0.4,0.6,0.8
random_search,0.09180906885728327,0.0933523944512944,0.007953419298733489,0.5228600951869851,0.28402502220570375,0.20459889863835917,0.25515158436278274,0.4204171489109651,0.709713997193376
random_search,0.07381564485011444,0.18658261304215232,0.6037423918261944,0.06863854935423867,0.06722080092730029,0.19324786749645512,0.34288484210676073,0.6871556152172944,0.8785181476118672
random_search,0.07173403409755225,0.0481495172573199,0.07965938270158517,0.21046322792666888,0.5899938380168739,0.4051989617224606,0.4559254266288682,0.6025868708775458,0.7093744117845283
random_search,0.14192787817474184,0.5530906936733717,0.2349722340944688,0.02386800364465783,0.046141190412759936,0.25204148595169973,0.2858541353865817,0.31531024361569415,0.6029170650662391
random_search,0.16673603829710537,0.03562766076150629,0.4675763786326651,0.32216568508475474,0.007894237223968524,0.1495155529440672,0.4515181756121537,0.45393903670486946,0.6554246440669892
random_search,0.09759585002615273,0.02446189044600266,0.16158854529507655,0.595518780239055,0.12083493399371302,0.12283755864205881,0.3450576920656675,0.4502838180251591,0.46338830675818177
random_search,0.1375036235085358,0.02269151552737771,0.05398146766830933,0.560553337952182,0.2252700553435953,0.2829893826371238,0.3010420534340653,0.5627986493446787,0.6463478704281138
random_search,0.26753476122093717,0.4991075967677515,0.1896697820106121,0.03249559662363673,0.01119226337706242,0.19696750709245991,0.28926942842289066,0.34612003427005034,0.5863033335895669
random_search,0.051671187805088066,0.570794648642223,0.08453347271620777,0.24228023106863036,0.05072045976785101,0.2527385298463042,0.3759069827037698,0.5250706385931811,0.7222961545907886
random_search,0.4484844258281671,0.11159924131287545,0.38101319845360965,0.020499045382430088,0.03840408902291779,0.14441624840411496,0.19726833568906554,0.48984826999276454,0.6143620355176882
random_search,0.16102916296010478,0.41682252146466775,0.010160954256374883,0.0294794227460874,0.38250793857276516,0.3205463916072472,0.3747089976342502,0.5632568775130788,0.6811254896387038
random_search,0.028405818421363017,0.15191400530238128,0.5788419366052654,0.05579010634295432,0.18504813332803605,0.19470085209332405,0.2887563108848247,0.313937604881139,0.6415755945777877
random_search,0.04811471184767865,0.5544354355400817,0.08490906555267184,0.046423599358668584,0.26611718770089926,0.12051376051206739,0.20192076468612424,0.6718209389278305,0.7178552445766709
random_search,0.011144309081119687,0.39079966887801754,0.3565271575528451,0.2290314475091509,0.012497416978866817,0.1972003863310342,0.5032365910356986,0.6428730972700454,0.8970592005675054
random_search,0.27169600871477284,0.0414140722943197,0.5521307864535072,0.0684098755860339,0.06634925695136638,0.2928449090491271,0.325924399388908,0.5861171207922096,0.6904262487965601
random_search,0.08605762938558306,0.27955851277848837,0.036758249030970025,0.05391577114164502,0.5437098376633135,0.2387498085868765,0.4119867223664054,0.5487418252737892,0.7053373072613812
random_search,0.5639654380613528,0.24610743665375648,0.05863238376925131,0.03552515995835473,0.0957695815572848,0.2673883028336246,0.5576824526842736,0.5979820773252784,0.8256839701341389
random_search,0.16739218011780282,0.6101906949593418,0.07100471608543868,0.08511595841146617,0.06629645042595059,0.12861697312867618,0.26410888568731483,0.2646226610725657,0.4297071239567341
random_search,0.06800265496423588,0.08273034490488629,0.5983440649986896,0.19357922990355925,0.057343705228629124,0.14511329593591807,0.1458630926758662,0.7199864992666555,0.796840397742786
random_search,0.13191200407846423,0.014506298798063802,0.14076314251038707,0.12580199654158924,0.5870165580714958,0.22682912947839842,0.5374697393047027,0.715742812607218,0.8312623843686818
random_search,0.5122232583602743,0.04553798049081176,0.009011840718228307,0.2634926623510911,0.16973425807959447,0.2564814999256513,0.3540881255934003,0.3625944831121236,0.5886656167809762
random_search,0.13678990645438222,0.33935773059025176,0.47232626122738197,0.03478705802608966,0.016739043701894434,0.39148363770049244,0.5185281911396495,0.556793723513336,0.7570689713015051
random_search,0.5564604092669605,0.19544551011210648,0.08685988103481687,0.006360616770553986,0.15487358281556213,0.24676921017941442,0.5014936499702318,0.5656760321018538,0.7554632317945186
random_search,0.016277382348981496,0.34670386878788106,0.036919404794599917,0.131900685607334,0.4681986584612035,0.19120297346689652,0.45585189014273403,0.4600806921178128,0.8016476978509505
random_search,0.02915770040082379,0.38592081826617153,0.013325508928457136,0.1517821224874807,0.419813849917067,0.3441769726265145,0.40530290560478077,0.4295604947208508,0.5888492075184407
random_search,0.6111822291479665,0.11540399718053783,0.03876714853081637,0.11220518514776928,0.12244143999291006,0.19586111449255944,0.5313646790606426,0.7061736720205167,0.722723066448315
random_search,0.5586497823344589,0.06135075097819616,0.014343722924672987,0.1840284824974741,0.18162726126519788,0.17647140615806423,0.6606783606428943,0.7086876080613415,0.858702825135157
random_search,0.10839197466635997,0.004037794071460088,0.5612933169110795,0.16384378747471467,0.16243312687638567,0.12318199357399207,0.34719375433272875,0.506850631132114,0.6638316336623338
grid_search,0.5228292310089444,0.06060407071036763,0.038819308292570735,0.06679773909057735,0.31094965089754006,0.2,0.4,0.6,0.8
random_search,0.022885213870032943,0.5359452863432661,0.03315753365058829,0.1807982509046519,0.22721371523146078,0.42413462294404275,0.5079788705860048,0.5419997115689036,0.8812297423269255
random_search,0.17566390380618052,0.05154984655526843,0.5301540788859468,0.009853210712044298,0.23277896004056012,0.24469331443893833,0.6315198045968928,0.6413228955093925,0.7484106232905331
random_search,0.5937158163824747,0.04888329360576054,0.04768425000181012,0.15762788105932418,0.15208875895063054,0.448962541639114,0.4853964786831992,0.6539175104790379,0.7227684315490734
random_search,0.5009877359229172,0.07552588335753051,0.0625534130858637,0.027556772080781645,0.3333761955529069,0.492970712114673,0.7692171669016818,0.7901891910302988,0.7966302162607966
random_search,0.11112227434753941,0.5659103260773481,0.22775084562473444,0.023729765592982944,0.07148678835739507,0.2098042816109025,0.6261509210184055,0.7663242489136909,0.9146244301758192
grid_search,0.028323379539121264,0.17860582430773084,0.2084399201370295,0.5500257352656698,0.034605140750448536,0.2,0.4,0.6,0.8
random_search,0.010379774437963724,0.06835182850208447,0.49294546581817916,0.1045321241225559,0.3237908071192167,0.3395706867838709,0.4643175688030584,0.5565117242851441,0.9094418121752293
random_search,0.05673602248939357,0.008929826116216486,0.11525889551310199,0.36704625039829003,0.45202900548299785,0.17494238843933602,0.40618534033258785,0.6206746299015891,0.8049265299937346
random_search,0.10156473992002336,0.023759942408989536,0.08426238219217125,0.21799876420090084,0.5724141712779149,0.2642273205616448,0.590714624233999,0.6838998264402302,0.8255131763972166
random_search,0.005617632802554072,0.058588871094542305,0.4590150819870164,0.35071330880811863,0.1260651053077686,0.27633567072849796,0.7286710722569657,0.8825630196069189,0.8875034178521849
random_search,0.059431770064200154,0.565810847274588,0.11388704011201427,0.23072031005905322,0.030150032490144325,0.3353568964598794,0.3783779157302504,0.9036920185164308,0.9077142907976676
random_search,0.5166550173517156,0.0030463795072347534,0.24611861842248253,0.1699944307132619,0.06418555400530528,0.13928271895060412,0.15726464475275043,0.18542964222723474,0.5101788568369001
random_search,0.08961683002747947,0.5530724745386177,0.25271082354194346,0.022079773788316027,0.08252009810364329,0.306596283445443,0.3285160963439885,0.363235817979276,0.804209327502167
random_search,0.4215073506226286,0.05596772192548903,0.4247807394047249,0.06050634349204484,0.03723784455511262,0.1827046275370005,0.36149179869548975,0.4123362376607278,0.7658263223896953
random_search,0.4609426804878677,0.0228470756942417,0.29719707644216353,0.20755492537957157,0.011458241996155508,0.34195523842689646,0.40630133467064666,0.6957743109993383,0.8067407450945956
random_search,0.5170642978048647,0.04796967735358747,0.31729830125448194,0.04599654830515283,0.07167117528191297,0.35198489098701413,0.4137638746214097,0.7519669676588248,0.8699746196676404
random_search,0.171372275806255,0.5698581068429089,0.036654585661510364,0.039160787528681525,0.18295424416064435,0.23609559476431768,0.4533718312518185,0.47984445662113934,0.9076377720892526
random_search,0.05246838013236203,0.07313256657033955,0.12439304003619814,0.6101856628229799,0.13982035043812044,0.21989175556430157,0.2459125466174373,0.3958120827785958,0.8922768541502002
random_search,0.3514037668761292,0.06085370924010106,0.48581145806630494,0.028532250927147583,0.07339881489031716,0.4450138123922109,0.4739816815445314,0.8517198077903408,0.8772985553810198
random_search,0.11781949461468134,0.251436280818718,0.5475962504204495,0.06284692749532611,0.020301046650825175,0.1219428729418828,0.18219397101494772,0.5430141287049777,0.5509171771012097
random_search,0.11330496634736095,0.15543989692431126,0.14909289820015298,0.5729725798007226,0.009189658727452317,0.1948971250713547,0.5292337811481491,0.5859792143992074,0.8326948777897929
random_search,0.021245323385187333,0.1499805159137684,0.40194094880642506,0.021753684249250296,0.40507952764536875,0.5408484215088167,0.723417211950314,0.7758470865904193,0.9173417692153228
random_search,0.10837062303890058,0.06314287132868847,0.5560989452375942,0.24618123695128574,0.026206323443530948,0.5757454117741213,0.5838280816633672,0.6306659342299852,0.9101916272426223
random_search,0.22674315426970237,0.10964387040914442,0.556392928813918,0.012032538076388105,0.09518750843084696,0.3540756718792989,0.3824569140487529,0.7434860358286444,0.7631061922470989
random_search,0.027051562053784034,0.0701354582161844,0.5354748191889864,0.28468224813937776,0.0826559124016676,0.14806887499498972,0.17931888637283577,0.2257674695926951,0.8292183153536351
random_search,0.03959435107199172,0.5483092952892348,0.07132298339863011,0.06769903905498147,0.2730743311851618,0.19020750621724047,0.21121535306764078,0.5059008037032916,0.8578861108368027
random_search,0.009013574774726118,0.049543598979325816,0.42713858072252825,0.3886110535052652,0.1256931920181545,0.14045347141724124,0.3681002258957484,0.7367283930775596,0.8067600460305644
random_search,0.02450933719432683,0.1088138588052875,0.5951642782587249,0.14345419403360762,0.12805833170805309,0.254350384479091,0.40422523164222157,0.44827308711923325,0.7659579011281238
random_search,0.30172798084334085,0.4534418512089726,0.018768600865311593,0.21222297711423943,0.013838589968135393,0.12491691197357387,0.180019028429853,0.5939189541062464,0.8772643999831916
random_search,0.3233733755427053,0.1028206871338251,0.028988841239659353,0.5015790182882395,0.04323807779557074,0.171963414917906,0.4954945527747016,0.854357816824593,0.9013980284545386
random_search,0.02710621571814311,0.15828307224286478,0.10584156133579889,0.5949572711424563,0.11381187956073692,0.49102100014706246,0.6996124531571666,0.775438995668637,0.8074739068839331
random_search,0.07004478544204054,0.33501460046931525,0.000999911173426937,0.13208218540838992,0.4618585175068272,0.25780696086433047,0.2614333122351461,0.5565973262032559,0.8699357983360607
random_search,0.4479891964194873,0.0362161059593061,0.29142770324870254,0.001538586677356796,0.22282840769514745,0.22707018296694662,0.5313846453084534,0.6602420438053673,0.7507915707501803
random_search,0.5500887409694908,0.20429060445972758,0.09778172984766927,0.14321623026943128,0.004622694453681075,0.35649703098238206,0.40487838274159765,0.6540301513266418,0.7287100801601241
random_search,0.06236722972646157,0.007133665604296888,0.27349532186403946,0.5134647057592909,0.1435390770459112,0.2732378712294744,0.458901999755124,0.5258804029041382,0.7335968972960654
random_search,0.1786680746558969,0.49908207973654184,0.27507234517916185,0.01608060227338452,0.03109689815501489,0.2651635642411525,0.27002515725776666,0.3726651880707846,0.8843057739233989
random_search,0.08518818568187682,0.6143573132067288,0.09434517868580915,0.06336529629392958,0.14274402613165577,0.1447692189062783,0.15094527479685335,0.477310691618775,0.7879836239203258
random_search,0.25355937195607353,0.007316748270587075,0.5210893912332475,0.061169713041988906,0.15686477549810296,0.24991803358356168,0.6904225128520779,0.8380456309832256,0.8956130056468717
random_search,0.467785704428811,0.0730003806529011,0.365646585970108,0.07311676335005253,0.020450565598127187,0.12873368697553572,0.17109488142792653,0.35552431473795365,0.9040238407792137
random_search,0.2632276981327986,0.04557151972679706,0.5546547397855698,0.07120653731211965,0.06533950504271516,0.17014701299628568,0.4209215368278013,0.50420868471408,0.75207484227316
random_search,0.5097993512535208,0.04526570966240137,0.10791355235891029,0.027427158431143423,0.30959422829402433,0.1634674636756454,0.2549926079779742,0.3635274770621336,0.7000802850174501
random_search,0.07916000429286224,0.5862366700832153,0.1868545133724471,0.11686223832744401,0.030886573924031407,0.35880298786387665,0.4406225049124788,0.5588298500890609,0.7150365872647195
random_search,0.5990973971858687,0.1149418811459853,0.17120109801309494,0.05736174584817648,0.057397877806874706,0.15214939450073622,0.6565287881414177,0.6794484863240469,0.718932279775191
random_search,0.4464126354697028,0.06113052645341549,0.12031725359143308,0.006382158911025232,0.3657574255744234,0.6506182666461475,0.6920161877570006,0.7273615344973324,0.7795837509893578
random_search,0.5296568579461843,0.2305907692515184,0.02277240476358555,0.03357463823009325,0.18340532980861848,0.14507501215193547,0.28439810577851954,0.547382113858074,0.6594304753287398
random_search,0.1754938092646519,0.04111935811842066,0.5570684044027988,0.19670144890571567,0.029616979308412967,0.4045384830199037,0.5413646397334205,0.5803229651105457,0.8066357417367899
random_search,0.5180793410554003,0.06883569600190312,0.2584317715654382,0.0054019477021333695,0.14925124367512507,0.13743723150523485,0.6114380443273343,0.7307412281296974,0.7736093069062365
random_search,0.1716690894488971,0.6027076847755389,0.0713677159691921,0.09576573630236662,0.05848977350400528,0.42735200793624617,0.7406390219208685,0.7539781324470217,0.8370246170335376
random_search,0.003053989707626148,0.4680790302380509,0.32487588242055915,0.06093533850393362,0.14305575912983015,0.21162473687990246,0.3467453566938367,0.5538356484765673,0.8109957267567391
random_search,0.01978089995608333,0.3185955619639997,0.08822005684349246,0.5038527820911083,0.06955069914531624,0.364145626195599,0.4263992658465131,0.6430821915981079,0.6988546517556369
random_search,0.11176761840596239,0.03780430099221051,0.6049425959797173,0.1136377720961125,0.1318477125259972,0.14335728407406473,0.4531241238730378,0.6206671322451075,0.7946034904897864
random_search,0.1256698377298541,0.012124859118497986,0.5762765343032935,0.15188684867094718,0.1340419201774074,0.2728444866376841,0.4705690403739495,0.5555007165564791,0.6011590182676018
