split,method,incident_count,repository_count,coverage,joint_file_symbol_contract_hit_at_1,joint_file_symbol_contract_hit_at_3,mean_reciprocal_rank,contract_accuracy,false_localization
held_out,B_GREEDY,24,12,0.6666666666666666,0.0,0.041666666666666664,0.013888888888888888,0.041666666666666664,0.625
held_out,O_ROUTE,24,12,0.20833333333333334,0.0,0.041666666666666664,0.013888888888888888,0.041666666666666664,0.20833333333333334
