comparison,raw_p,holm_p
O_GLOBAL_vs_B_ALL,0.00019998000199980003,0.0005999400059994001
O_GLOBAL_vs_B_FIRST,0.00019998000199980003,0.0005999400059994001
O_GLOBAL_vs_B_GREEDY,0.00019998000199980003,0.0005999400059994001
