modality,model,explainer,n,repetitions,model_seconds_median,model_seconds_mean,model_seconds_std,model_seconds_p95,model_seconds_p99,explainer_seconds_median,explainer_seconds_mean,explainer_seconds_std,explainer_seconds_p95,explainer_seconds_p99,fuzzyxai_seconds_median,fuzzyxai_seconds_mean,fuzzyxai_seconds_std,fuzzyxai_seconds_p95,fuzzyxai_seconds_p99,serialization_seconds_median,serialization_seconds_mean,serialization_seconds_std,serialization_seconds_p95,serialization_seconds_p99,total_seconds_median,total_seconds_mean,total_seconds_std,total_seconds_p95,total_seconds_p99,objects_per_second_median,objects_per_second_mean,objects_per_second_std,objects_per_second_p95,objects_per_second_p99,peak_rss_bytes_median,peak_rss_bytes_mean,peak_rss_bytes_std,peak_rss_bytes_p95,peak_rss_bytes_p99,peak_vram_bytes_median,peak_vram_bytes_mean,peak_vram_bytes_std,peak_vram_bytes_p95,peak_vram_bytes_p99,fuzzyxai_time_fraction,explainer_time_fraction
text,DistilBERT AG News,integrated_gradients,1,5,0.008927992,0.0087600788,0.0008224316878535867,0.0095644982,0.00960141164,0.052509739,0.048631810600000006,0.007439585086143332,0.0556040378,0.05609698436,0.000374592,0.0003780568,3.467527807675089e-05,0.0004240586,0.00043343492,8.306e-06,8.401800000000001e-06,3.7191827059180623e-07,8.818e-06,8.8324e-06,0.0623342849999999,0.05777834799999996,0.008204930189587935,0.06545733899999998,0.06606431019999999,16.042535821177704,17.603293809786248,2.606366055581619,20.508733924793752,20.552862366980406,1662472192.0,1662314905.6,445472.7197178296,1662597529.6,1662605393.92,500442112.0,500442112.0,0.0,500442112.0,500442112.0,0.006009405578326608,0.8423893688681933
text,DistilBERT AG News,integrated_gradients,10,5,0.049620765,0.049219312599999995,0.001123865278199883,0.049907872,0.0499356208,0.936936881,0.9401416918000001,0.017677250667377863,0.9578864998000001,0.95822344556,0.001946139,0.0019474382000000002,2.7041525210313087e-05,0.001981028,0.0019864208,4.5226e-05,4.49936e-05,8.516691258933824e-07,4.5710799999999996e-05,4.579576e-05,0.988462698,0.9913534362,0.017069533613847956,1.0090127614,1.00972938588,10.11671964984965,10.08962391441213,0.17454735316109782,10.300191647624759,10.331356164993448,1663459328.0,1663413452.8,182016.39606145376,1663586304.0,1663599411.2,1053560320.0,1053560320.0,0.0,1053560320.0,1053560320.0,0.0019688542662638746,0.9478727754681544
text,DistilBERT AG News,integrated_gradients,100,5,0.388480795,0.4106482734,0.042228313771345324,0.4678411702,0.47641964044,7.337809675,6.868406156400001,0.9098351211126571,7.7258275956,7.78769258152,0.014716664,0.0146479146,0.00014350476939739703,0.0147749048,0.01478599616,0.000384191,0.0003846654,7.684540213962063e-06,0.0003939766,0.00039497212,7.777866941,7.2940870098,0.9425418131604546,8.201486479,8.2777502846,12.856995466567213,13.90195222917058,1.8617628456911957,16.02387995280559,16.08661602067532,1666306048.0,1666106163.2,572776.9423739053,1666541158.4,1666559508.48,1053560320.0,1053560320.0,0.0,1053560320.0,1053560320.0,0.0018921208233099293,0.9434218572600803
text,DistilBERT AG News,integrated_gradients,1000,5,4.059767099,3.8353125224,0.43758197378401975,4.0884311398,4.09189542076,65.254985114,62.642937014199994,7.252275916983711,70.0622996062,70.72338041244,0.13890752,0.1401031324,0.002647335858986307,0.1437520278,0.14455900795999999,0.004059001,0.0040316038,0.00026334051783707724,0.0043424714,0.00437829108,68.464471958,66.62238427280002,7.218766713959312,74.2932575322,74.95774229364,14.606115718141474,15.155309006753152,1.6805676608378852,17.178856671250227,17.335904330788583,1680588800.0,1679338700.8,3226500.864168984,1680998400.0,1680998400.0,1053560320.0,1053560320.0,0.0,1053560320.0,1053560320.0,0.0020288993112400513,0.9531218637606832
text,DistilBERT AG News,token_masking,1,5,0.006464145,0.0070383922,0.0018711315876230347,0.009246775799999999,0.00937826076,0.023198615,0.023354362799999997,0.003843539615635593,0.0284095766,0.02941449612,0.000368329,0.0003783546,6.197704115476957e-05,0.000455113,0.0004635146,8.836e-06,8.7804e-06,3.2079791146452325e-07,9.143e-06,9.1862e-06,0.029003088,0.030779889999999997,0.005119514740298535,0.03753167519999999,0.03844794943999999,34.47908719237069,33.157209036644545,5.050909216487431,37.842854570609255,37.99822314960202,1675153408.0,1675132928.0,56236.15577188754,1675171430.4,1675173396.48,356588032.0,356588032.0,0.0,356588032.0,356588032.0,0.012699647706478703,0.7998670693272385
text,DistilBERT AG News,token_masking,10,5,0.028844386,0.0297860024,0.002878606743101827,0.033365828800000004,0.033790566560000006,0.670632351,0.654098271,0.03721474126441339,0.6752830356,0.6754442767200001,0.001731498,0.0017303602,1.8176921692079758e-05,0.001748114,0.001749722,4.4745e-05,4.4659e-05,1.0959418323980537e-06,4.5714800000000005e-05,4.5780560000000004e-05,0.706111999,0.6856592926,0.03925420968033834,0.7072585746,0.7074455613199999,14.162059296771702,14.625847414169138,0.9028615758910082,15.869438050517452,16.153156293112197,1675964416.0,1675938201.6,133939.8262982299,1676056166.4,1676061409.28,474695168.0,474695168.0,0.0,474695168.0,474695168.0,0.0024521577348241607,0.9497535121195412
text,DistilBERT AG News,token_masking,100,5,0.402572349,0.3865578408,0.07577628102503853,0.4655766758,0.47420801596,9.898119307,8.6768655608,2.059180281672701,10.0656210446,10.081149718519999,0.013763546,0.014662632,0.001558683353706582,0.016808289599999998,0.017180624319999997,0.000394896,0.0004027124,2.317787458547483e-05,0.0004336322,0.00043865444,10.334682216,9.078488746,2.130530850224461,10.542097672399999,10.56886447848,9.67615625811711,11.686031539194946,3.6102349795667044,16.686813659905376,17.668985345742488,1678348288.0,1678254080.0,481772.1398669707,1678674329.6,1678692024.32,612951552.0,612951552.0,0.0,612951552.0,612951552.0,0.0013317822176178273,0.9577574907601785
text,DistilBERT AG News,token_masking,1000,5,3.238417815,3.3326058808,0.6581827918735006,4.060711028,4.1087898248000005,63.264907806,65.5746786804,12.423012491137355,79.4963012858,80.67382605156,0.130878114,0.13356375059999998,0.004741404378803847,0.1390466684,0.13922841448,0.003937448,0.0040895588,0.00042797562980933856,0.0046663942,0.00475774604,67.52053289199999,69.04493787060001,11.998686161935822,82.551711074,83.82306065239999,14.810309652021164,14.85996857034188,2.742693641457348,18.35399220809057,18.947993569850787,1690812416.0,1689767936.0,2535744.910224213,1691282636.8,1691283292.16,612952576.0,612952576.0,0.0,612952576.0,612952576.0,0.0019383453950125261,0.9369728747134308
text,DistilBERT AG News,token_masking,10000,5,38.103517509,37.451133167399995,1.5418669131817546,38.218149976,38.2182547816,689.369661616,691.1855555590001,5.273612109822263,696.9988072470001,697.1934098710001,1.31642219,1.3240422248,0.016724424499836264,1.3468359228,1.35054045976,0.043635028,0.0449985168,0.006668360256407583,0.05395460939999999,0.05598767948,728.955667108,730.005729468,6.41871641378512,736.5448089536001,736.7631775859201,13.718255377138634,13.699372021716957,0.12075629201502738,13.845094410686425,13.866567337615182,1801818112.0,1792759398.4,21286630.550842866,1807804825.6,1807819243.52,612952576.0,612952576.0,0.0,612952576.0,612952576.0,0.0018059015786552116,0.9456949067299932
