case_id,modality,expected_violation,route_status,violation_detected,expected_positive,source_localized,false_certification,canonical_hash_equality,recertification_success,interpretability_scope
mm-time_series-0111,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0112,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0113,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0114,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0115,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0116,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0117,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0118,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0119,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0120,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0121,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0122,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0123,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0124,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0125,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0126,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0127,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0128,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0129,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0130,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0131,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0132,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0133,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0134,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0135,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0136,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0137,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0138,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0139,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0140,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0141,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0142,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0143,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0144,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0145,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0146,time_series,sample_identity,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0147,time_series,unknown_relation,insufficient_evidence,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0148,time_series,extractor_checksum,invalid,True,True,True,False,True,True,extracted_feature_space_only
mm-time_series-0149,time_series,model_version,invalid,True,True,True,False,True,True,extracted_feature_space_only
